x1,x2,y
1.63636363636,-2.0,2188.47954375
-0.262626262626,-1.87878787879,380.971295363
-0.666666666667,-0.909090909091,185.983573105
1.15151515152,0.181818181818,130.935218282
-1.63636363636,1.91919191919,64.481732763
-1.63636363636,1.67676767677,107.134152275
-1.79797979798,1.15151515152,440.974779075
1.67676767677,-0.343434343434,995.85053543
-0.747474747475,-1.43434343434,400.283254654
-1.51515151515,-1.59595959596,1520.81506357
-1.07070707071,1.07070707071,4.86097610378
1.15151515152,1.43434343434,1.19706540318
0.989898989899,0.383838383838,35.5290482729
-1.19191919192,1.91919191919,29.6567845311
0.666666666667,0.868686868687,18.1092745638
1.75757575758,-0.868686868687,1566.9598776
0.181818181818,-1.43434343434,215.996074781
-1.27272727273,-0.222222222222,344.482663685
1.35353535354,1.47474747475,12.8920650524
-1.43434343434,1.15151515152,87.9780906127
1.23232323232,0.30303030303,147.819938675
0.343434343434,-0.0606060606061,3.61920330067
-0.343434343434,1.87878787879,311.860823667
0.949494949495,1.23232323232,10.9442618339
0.909090909091,-0.666666666667,222.946891909
1.83838383838,-1.9595959596,2851.46311496
1.91919191919,-1.83838383838,3049.74152954
-0.828282828283,-1.71717171717,580.891254805
-0.141414141414,-1.43434343434,212.813715195
1.67676767677,0.868686868687,377.929667738
-1.91919191919,2.0,291.870770117
-1.07070707071,-0.747474747475,362.969146884
1.83838383838,1.59595959596,318.859865856
-0.868686868687,1.91919191919,139.115493776
1.27272727273,-1.11111111111,745.880888356
0.30303030303,0.10101010101,0.494199023375
-1.59595959596,0.141414141414,585.465211843
0.707070707071,1.07070707071,32.6622868338
-0.828282828283,-0.30303030303,101.171086074
-0.020202020202,1.91919191919,369.213938344
-0.262626262626,1.15151515152,118.784072661
1.55555555556,0.707070707071,293.636735229
1.31313131313,-1.59595959596,1102.51962384
-0.747474747475,1.71717171717,137.255054068
0.262626262626,-0.666666666667,54.6602263005
-0.181818181818,-0.141414141414,4.44074183694
0.989898989899,1.83838383838,73.6995503552
-1.51515151515,0.585858585859,298.676320767
1.47474747475,1.39393939394,61.2122260325
0.545454545455,1.11111111111,66.3995535959
0.262626262626,-0.505050505051,33.4939672402
-0.949494949495,-0.505050505051,201.650400869
-1.59595959596,-1.83838383838,1929.97448167
-1.07070707071,-0.383838383838,238.454950745
-0.343434343434,-0.545454545455,45.8149965561
-1.43434343434,1.11111111111,95.4611448053
1.43434343434,-1.27272727273,1109.12418269
0.262626262626,-0.262626262626,11.5394975355
-0.909090909091,-1.71717171717,650.643880157
-1.31313131313,-0.141414141414,353.444668597
-0.828282828283,-1.31313131313,403.016187429
-1.9595959596,1.83838383838,409.412469338
-1.0303030303,-1.11111111111,476.15660824
1.47474747475,-0.989898989899,1001.80806299
-0.585858585859,-0.868686868687,149.389265619
1.51515151515,-1.91919191919,1776.78337849
0.707070707071,2.0,225.101112392
-0.181818181818,0.868686868687,71.2242796949
-2.0,-0.868686868687,2379.41118253
1.83838383838,-0.10101010101,1212.20593753
-0.424242424242,1.63636363636,214.13332001
1.43434343434,-0.909090909091,880.160533344
0.10101010101,1.31313131313,170.570391199
1.31313131313,0.424242424242,169.116621263
1.55555555556,1.27272727273,131.875463703
1.63636363636,-1.9595959596,2150.84330997
-1.23232323232,0.868686868687,47.2246458842
1.31313131313,1.9595959596,5.63381853939
-0.989898989899,1.47474747475,28.4470993066
-0.10101010101,1.19191919192,140.857529494
0.949494949495,1.0303030303,1.66052558349
0.10101010101,0.868686868687,74.5076311633
-1.39393939394,-1.27272727273,1039.86424812
-1.91919191919,-0.222222222222,1533.83020736
-1.27272727273,1.87878787879,11.8709635802
-0.545454545455,1.79797979798,227.52619188
-0.343434343434,0.464646464646,13.8248574341
2.0,-1.83838383838,3409.67258443
-1.87878787879,-1.75757575758,2803.96807629
0.666666666667,-0.949494949495,194.417814509
-1.15151515152,-0.868686868687,486.288419718
1.87878787879,-0.343434343434,1501.00069819
-1.15151515152,-1.27272727273,679.960679506
1.83838383838,-1.83838383838,2723.49596256
0.747474747475,-1.63636363636,481.902326713
-1.71717171717,1.11111111111,345.048488813
-0.505050505051,1.11111111111,75.5447860022
-0.181818181818,1.27272727273,155.074721672
-1.27272727273,0.949494949495,50.1008288073
-0.383838383838,1.59595959596,211.767227401
